date,weekday,CO,O3,NO2,SO2,PM10,PM2.5,AQI,clean,acceptable,unhealthy_for_the_sensitive,unhealthy,very_unhealthy,hazardous
8/9/2016,Tuesday,46,62,84,20,60,82,82,,1,,,,
8/10/2016,Wednesday,52,63,84,22,63,92,92,,1,,,,
8/11/2016,Thursday,46,67,88,20,67,90,90,,1,,,,
8/12/2016,Friday,48,67,80,18,63,85,85,,1,,,,
8/13/2016,Saturday,43,55,83,18,58,85,85,,1,,,,
8/14/2016,Sunday,42,43,80,20,61,87,87,,1,,,,
8/15/2016,Monday,51,50,80,21,67,95,95,,1,,,,
8/16/2016,Tuesday,32,48,76,18,65,94,94,,1,,,,
8/17/2016,Wednesday,38,44,77,20,60,83,83,,1,,,,
8/18/2016,Thursday,40,48,75,21,63,83,83,,1,,,,
8/19/2016,Friday,44,46,71,19,62,85,85,,1,,,,
8/20/2016,Saturday,49,57,72,20,54,81,81,,1,,,,
8/21/2016,Sunday,41,53,86,20,63,93,93,,1,,,,
8/22/2016,Monday,33,55,80,19,64,89,89,,1,,,,
8/23/2016,Tuesday,34,56,80,20,63,87,87,,1,,,,
8/24/2016,Wednesday,39,56,80,20,60,85,85,,1,,,,
8/25/2016,Thursday,43,60,81,20,68,93,93,,1,,,,
8/26/2016,Friday,48,61,78,20,64,90,90,,1,,,,
8/27/2016,Saturday,51,67,81,22,63,88,88,,1,,,,
8/28/2016,Sunday,42,69,74,21,69,94,94,,1,,,,
8/29/2016,Monday,49,48,86,22,76,99,99,,1,,,,
8/30/2016,Tuesday,45,37,81,21,73,96,96,,1,,,,
8/31/2016,Wednesday,47,46,81,22,71,98,98,,1,,,,
9/1/2016,Thursday,41,47,76,23,79,101,101,,,1,,,
9/2/2016,Friday,30,41,70,20,70,92,92,,1,,,,
9/3/2016,Saturday,34,48,63,17,114,124,124,,,1,,,
9/4/2016,Sunday,46,50,72,22,80,107,107,,,1,,,
9/5/2016,Monday,53,43,75,19,79,103,103,,,1,,,
9/6/2016,Tuesday,45,43,71,22,67,85,85,,1,,,,
9/7/2016,Wednesday,48,57,88,27,75,103,103,,,1,,,
9/8/2016,Thursday,32,44,57,18,123,119,123,,,1,,,
9/9/2016,Friday,30,38,61,18,75,84,84,,1,,,,
9/10/2016,Saturday,41,46,67,22,60,78,78,,1,,,,
9/11/2016,Sunday,36,60,71,22,72,98,98,,1,,,,
9/12/2016,Monday,47,55,72,20,78,94,94,,1,,,,
9/13/2016,Tuesday,36,51,63,20,69,86,86,,1,,,,
9/14/2016,Wednesday,38,43,63,22,67,86,86,,1,,,,
9/15/2016,Thursday,50,48,70,25,72,94,94,,1,,,,
9/16/2016,Friday,33,32,58,12,84,89,89,,1,,,,
9/17/2016,Saturday,45,31,63,22,67,89,89,,1,,,,
9/18/2016,Sunday,43,34,58,22,62,88,88,,1,,,,
9/19/2016,Monday,37,34,64,20,51,65,65,,1,,,,
9/20/2016,Tuesday,54,47,76,22,57,80,80,,1,,,,
9/21/2016,Wednesday,48,68,83,23,60,85,85,,1,,,,
9/22/2016,Thursday,51,40,80,22,62,84,84,,1,,,,
9/23/2016,Friday,62,38,76,20,59,75,75,,1,,,,
9/24/2016,Saturday,61,41,78,18,60,82,82,,1,,,,
9/25/2016,Sunday,45,38,78,18,69,91,91,,1,,,,
9/26/2016,Monday,54,39,78,19,64,80,80,,1,,,,
9/27/2016,Tuesday,52,38,78,20,58,81,81,,1,,,,
9/28/2016,Wednesday,53,32,78,21,84,110,110,,,1,,,
9/29/2016,Thursday,53,32,72,17,80,98,98,,1,,,,
9/30/2016,Friday,35,28,53,15,122,106,122,,,1,,,
10/1/2016,Saturday,33,38,62,20,60,76,76,,1,,,,
10/2/2016,Sunday,32,32,55,21,67,76,76,,1,,,,
10/3/2016,Monday,36,26,71,22,61,77,77,,1,,,,
10/4/2016,Tuesday,50,36,74,22,68,95,95,,1,,,,
10/5/2016,Wednesday,47,40,72,20,72,97,97,,1,,,,
10/6/2016,Thursday,51,39,81,20,73,94,94,,1,,,,
10/7/2016,Friday,62,34,77,21,70,91,91,,1,,,,
10/8/2016,Saturday,54,42,78,20,66,92,92,,1,,,,
10/9/2016,Sunday,58,48,84,23,70,95,95,,1,,,,
10/10/2016,Monday,57,44,78,21,61,83,83,,1,,,,
10/11/2016,Tuesday,48,37,72,21,59,75,75,,1,,,,
10/12/2016,Wednesday,47,44,67,20,53,71,71,,1,,,,
10/13/2016,Thursday,56,50,70,24,53,71,71,,1,,,,
10/14/2016,Friday,46,48,72,22,65,87,87,,1,,,,
10/15/2016,Saturday,48,41,69,23,60,80,80,,1,,,,
10/16/2016,Sunday,47,23,66,23,77,96,96,,1,,,,
10/17/2016,Monday,46,29,65,22,69,90,90,,1,,,,
10/18/2016,Tuesday,46,36,64,24,76,97,97,,1,,,,
10/19/2016,Wednesday,37,20,65,23,77,95,95,,1,,,,
10/20/2016,Thursday,42,30,69,24,76,96,96,,1,,,,
10/21/2016,Friday,43,41,63,22,70,94,94,,1,,,,
10/22/2016,Saturday,37,42,55,21,63,80,80,,1,,,,
10/23/2016,Sunday,42,35,59,24,58,83,83,,1,,,,
10/24/2016,Monday,40,37,63,24,63,85,85,,1,,,,
10/25/2016,Tuesday,39,40,64,23,57,78,78,,1,,,,
10/26/2016,Wednesday,32,30,56,22,46,65,65,,1,,,,
10/27/2016,Thursday,41,24,75,25,66,85,85,,1,,,,
10/28/2016,Friday,80,28,76,27,77,110,110,,,1,,,
10/29/2016,Saturday,53,38,73,28,78,116,116,,,1,,,
10/30/2016,Sunday,46,31,72,25,75,116,116,,,1,,,
10/31/2016,Monday,59,37,73,24,77,110,110,,,1,,,
11/1/2016,Tuesday,45,30,54,19,67,89,89,,1,,,,
11/2/2016,Wednesday,38,34,57,21,73,99,99,,1,,,,
11/3/2016,Thursday,29,29,48,16,64,69,69,,1,,,,
11/4/2016,Friday,46,24,61,20,60,86,86,,1,,,,
11/5/2016,Saturday,52,26,83,25,72,106,106,,,1,,,
11/6/2016,Sunday,38,28,80,21,65,99,99,,1,,,,
11/7/2016,Monday,32,29,56,19,44,66,66,,1,,,,
11/8/2016,Tuesday,35,26,62,19,43,70,70,,1,,,,
11/9/2016,Wednesday,45,26,76,20,63,107,107,,,1,,,
11/10/2016,Thursday,50,26,85,22,75,123,123,,,1,,,
11/11/2016,Friday,60,30,88,26,74,120,120,,,1,,,
11/12/2016,Saturday,65,32,88,28,79,136,136,,,1,,,
11/13/2016,Sunday,72,34,104,27,98,156,156,,,,1,,
11/14/2016,Monday,64,36,100,31,97,155,155,,,,1,,
11/15/2016,Tuesday,59,27,103,29,94,146,146,,,1,,,
11/16/2016,Wednesday,67,26,96,33,107,154,154,,,,1,,
11/17/2016,Thursday,54,35,96,30,128,140,140,,,1,,,
11/18/2016,Friday,60,20,90,28,87,124,124,,,1,,,
11/19/2016,Saturday,48,23,79,24,69,102,102,,,1,,,
11/20/2016,Sunday,32,19,56,18,62,70,70,,1,,,,
11/21/2016,Monday,31,18,48,17,28,50,50,1,,,,,
11/22/2016,Tuesday,32,22,46,19,31,53,53,,1,,,,
11/23/2016,Wednesday,38,23,49,23,34,54,54,,1,,,,
11/24/2016,Thursday,31,22,50,19,38,49,49,1,,,,,
11/25/2016,Friday,30,19,49,20,46,70,70,,1,,,,
11/26/2016,Saturday,38,22,67,29,55,94,94,,1,,,,
11/27/2016,Sunday,40,17,71,36,69,126,126,,,1,,,
11/28/2016,Monday,42,13,81,39,76,126,126,,,1,,,
11/29/2016,Tuesday,63,19,91,30,77,139,139,,,1,,,
11/30/2016,Wednesday,69,14,103,35,94,152,152,,,,1,,
12/1/2016,Thursday,54,19,98,40,91,151,151,,,,1,,
12/2/2016,Friday,54,13,87,27,74,126,126,,,1,,,
12/3/2016,Saturday,60,15,77,20,42,75,75,,1,,,,
12/4/2016,Sunday,52,26,74,21,47,64,64,,1,,,,
12/5/2016,Monday,61,21,88,25,63,99,99,,1,,,,
12/6/2016,Tuesday,40,14,94,26,63,108,108,,,1,,,
12/7/2016,Wednesday,45,19,77,19,52,83,83,,1,,,,
12/8/2016,Thursday,58,13,95,24,60,106,106,,,1,,,
12/9/2016,Friday,34,15,84,20,46,72,72,,1,,,,
12/10/2016,Saturday,38,19,64,22,43,78,78,,1,,,,
12/11/2016,Sunday,47,16,83,28,74,131,131,,,1,,,
12/12/2016,Monday,37,23,69,19,42,66,66,,1,,,,
12/13/2016,Tuesday,50,16,77,25,59,103,103,,,1,,,
12/14/2016,Wednesday,50,19,83,37,79,135,135,,,1,,,
12/15/2016,Thursday,42,25,86,38,74,122,122,,,1,,,
12/16/2016,Friday,34,21,58,18,42,60,60,,1,,,,
12/17/2016,Saturday,39,28,63,18,33,49,49,1,,,,,
12/18/2016,Sunday,32,33,56,19,30,47,47,1,,,,,
12/19/2016,Monday,37,26,56,22,41,65,65,,1,,,,
12/20/2016,Tuesday,31,17,53,25,42,65,65,,1,,,,
12/21/2016,Wednesday,32,17,64,23,55,100,100,,1,,,,
12/22/2016,Thursday,45,18,79,24,68,126,126,,,1,,,
12/23/2016,Friday,50,15,85,29,87,153,153,,,,1,,
12/24/2016,Saturday,43,16,84,30,86,154,154,,,,1,,
12/25/2016,Sunday,37,13,73,27,79,143,143,,,1,,,
12/26/2016,Monday,45,7,63,20,67,138,138,,,1,,,
12/27/2016,Tuesday,69,16,86,21,83,142,142,,,1,,,
12/28/2016,Wednesday,38,14,64,16,43,94,94,,1,,,,
12/29/2016,Thursday,48,11,84,18,51,93,93,,1,,,,
12/30/2016,Friday,50,15,88,22,72,124,124,,,1,,,
12/31/2016,Saturday,42,14,92,27,81,141,141,,,1,,,
1/1/2017,Sunday,50,15,87,28,92,151,151,,,,1,,
1/2/2017,Monday,37,16,77,25,85,142,142,,,1,,,
1/3/2017,Tuesday,28,29,59,15,36,54,54,,1,,,,
1/4/2017,Wednesday,40,21,70,19,46,74,74,,1,,,,
1/5/2017,Thursday,30,28,64,17,34,51,51,,1,,,,
1/6/2017,Friday,43,21,77,20,58,93,93,,1,,,,
1/7/2017,Saturday,51,23,91,34,71,130,130,,,1,,,
1/8/2017,Sunday,51,21,92,35,84,142,142,,,1,,,
1/9/2017,Monday,54,16,93,31,95,159,159,,,,1,,
1/10/2017,Tuesday,38,15,91,24,65,124,124,,,1,,,
1/11/2017,Wednesday,52,20,82,20,69,127,127,,,1,,,
1/12/2017,Thursday,48,16,86,25,76,135,135,,,1,,,
1/13/2017,Friday,37,20,80,20,61,113,113,,,1,,,
1/14/2017,Saturday,33,25,68,22,58,110,110,,,1,,,
1/15/2017,Sunday,36,26,68,19,57,83,83,,1,,,,
1/16/2017,Monday,41,18,69,23,72,119,119,,,1,,,
1/17/2017,Tuesday,47,15,84,22,66,124,124,,,1,,,
1/18/2017,Wednesday,45,21,86,25,68,125,125,,,1,,,
1/19/2017,Thursday,42,22,84,22,73,133,133,,,1,,,
1/20/2017,Friday,38,22,82,23,75,131,131,,,1,,,
1/21/2017,Saturday,30,29,67,19,53,104,104,,,1,,,
1/22/2017,Sunday,35,18,73,17,51,96,96,,1,,,,
1/23/2017,Monday,33,26,68,17,50,91,91,,1,,,,
1/24/2017,Tuesday,34,21,63,18,50,88,88,,1,,,,
1/25/2017,Wednesday,44,19,74,19,57,114,114,,,1,,,
1/26/2017,Thursday,33,17,71,19,54,90,90,,1,,,,
1/27/2017,Friday,42,10,78,25,66,118,118,,,1,,,
1/28/2017,Saturday,34,15,68,15,27,67,67,,1,,,,
1/29/2017,Sunday,28,29,65,17,41,73,73,,1,,,,
1/30/2017,Monday,30,28,63,15,37,55,55,,1,,,,
1/31/2017,Tuesday,37,19,82,22,65,101,101,,,1,,,
2/1/2017,Wednesday,33,19,75,24,62,103,103,,,1,,,
2/2/2017,Thursday,36,21,71,17,60,96,96,,1,,,,
2/3/2017,Friday,32,26,62,14,36,51,51,,1,,,,
2/4/2017,Saturday,39,24,73,20,50,82,82,,1,,,,
2/5/2017,Sunday,43,20,86,27,72,126,126,,,1,,,
2/6/2017,Monday,44,16,85,26,79,134,134,,,1,,,
2/7/2017,Tuesday,35,27,78,20,50,82,82,,1,,,,
2/8/2017,Wednesday,41,26,83,21,58,97,97,,1,,,,
2/9/2017,Thursday,39,30,83,23,65,100,100,,1,,,,
2/10/2017,Friday,31,20,80,18,51,89,89,,1,,,,
2/11/2017,Saturday,32,25,56,17,48,85,85,,1,,,,
2/12/2017,Sunday,27,21,50,16,35,65,65,,1,,,,
2/13/2017,Monday,32,23,66,16,45,82,82,,1,,,,
2/14/2017,Tuesday,48,14,69,18,41,85,85,,1,,,,
2/15/2017,Wednesday,37,24,76,19,58,91,91,,1,,,,
2/16/2017,Thursday,28,33,65,21,40,58,58,,1,,,,
2/17/2017,Friday,28,28,59,16,41,58,58,,1,,,,
2/18/2017,Saturday,31,38,54,16,32,44,44,1,,,,,
2/19/2017,Sunday,32,21,62,20,47,76,76,,1,,,,
2/20/2017,Monday,37,19,80,27,66,111,111,,,1,,,
2/21/2017,Tuesday,45,21,91,28,81,134,134,,,1,,,
2/22/2017,Wednesday,43,23,92,26,69,124,124,,,1,,,
2/23/2017,Thursday,39,33,79,19,59,86,86,,1,,,,
2/24/2017,Friday,39,21,68,19,52,75,75,,1,,,,
2/25/2017,Saturday,45,31,84,21,59,89,89,,1,,,,
2/26/2017,Sunday,39,31,84,22,58,82,82,,1,,,,
2/27/2017,Monday,36,35,81,20,55,78,78,,1,,,,
2/28/2017,Tuesday,42,36,81,23,61,88,88,,1,,,,
3/1/2017,Wednesday,35,35,76,20,57,83,83,,1,,,,
3/2/2017,Thursday,33,31,76,18,60,77,77,,1,,,,
3/3/2017,Friday,32,30,66,19,57,71,71,,1,,,,
3/4/2017,Saturday,39,27,78,17,55,90,90,,1,,,,
3/5/2017,Sunday,26,33,69,17,57,86,86,,1,,,,
3/6/2017,Monday,29,29,55,17,47,66,66,,1,,,,
3/7/2017,Tuesday,34,12,73,20,51,86,86,,1,,,,
3/8/2017,Wednesday,39,28,81,20,62,114,114,,,1,,,
3/9/2017,Thursday,33,33,83,18,51,93,93,,1,,,,
3/10/2017,Friday,31,33,82,20,59,100,100,,1,,,,
3/11/2017,Saturday,32,50,80,18,58,101,101,,,1,,,
3/12/2017,Sunday,26,39,70,16,40,63,63,,1,,,,
3/13/2017,Monday,35,38,79,18,81,93,93,,1,,,,
3/14/2017,Tuesday,28,29,68,20,60,86,86,,1,,,,
3/15/2017,Wednesday,31,30,73,17,62,110,110,,,1,,,
3/16/2017,Thursday,41,38,75,18,54,74,74,,1,,,,
3/17/2017,Friday,28,43,62,15,60,72,72,,1,,,,
3/18/2017,Saturday,26,41,60,18,52,61,61,,1,,,,
3/19/2017,Sunday,41,33,67,19,50,56,56,,1,,,,
3/20/2017,Monday,22,34,51,15,42,50,50,1,,,,,
3/21/2017,Tuesday,26,38,47,13,37,52,52,,1,,,,
3/22/2017,Wednesday,22,38,47,14,21,34,38,1,,,,,
3/23/2017,Thursday,22,39,51,14,19,36,39,1,,,,,
3/24/2017,Friday,35,24,57,13,19,38,38,1,,,,,
3/25/2017,Saturday,31,25,56,17,21,39,39,1,,,,,
3/26/2017,Sunday,28,26,59,14,25,58,58,,1,,,,
3/27/2017,Monday,33,48,68,19,41,67,67,,1,,,,
3/28/2017,Tuesday,28,47,71,19,38,59,59,,1,,,,
3/29/2017,Wednesday,31,46,65,19,29,49,49,1,,,,,
3/30/2017,Thursday,30,44,62,18,31,44,44,1,,,,,
3/31/2017,Friday,28,49,62,17,36,49,49,1,,,,,
4/1/2017,Saturday,22,55,61,14,38,66,66,,1,,,,
4/2/2017,Sunday,27,55,61,15,28,50,55,,1,,,,
4/3/2017,Monday,26,38,54,19,27,50,50,1,,,,,
4/4/2017,Tuesday,30,25,54,19,30,54,54,,1,,,,
4/5/2017,Wednesday,37,26,74,19,44,71,71,,1,,,,
4/6/2017,Thursday,31,42,73,20,43,67,67,,1,,,,
4/7/2017,Friday,36,53,76,20,47,68,68,,1,,,,
4/8/2017,Saturday,34,61,78,18,49,72,72,,1,,,,
4/9/2017,Sunday,31,51,70,19,60,73,73,,1,,,,
4/10/2017,Monday,31,48,63,16,76,92,92,,1,,,,
4/11/2017,Tuesday,43,31,76,21,81,114,114,,,1,,,
4/12/2017,Wednesday,29,37,54,17,61,85,85,,1,,,,
4/13/2017,Thursday,49,26,68,18,63,101,101,,,1,,,
4/14/2017,Friday,35,41,68,19,74,103,103,,,1,,,
4/15/2017,Saturday,42,33,72,19,77,103,103,,,1,,,
4/16/2017,Sunday,25,43,63,15,52,56,56,,1,,,,
4/17/2017,Monday,31,46,63,16,36,51,51,,1,,,,
4/18/2017,Tuesday,34,58,69,18,47,65,65,,1,,,,
4/19/2017,Wednesday,32,47,64,19,57,67,67,,1,,,,
4/20/2017,Thursday,26,41,54,14,39,47,47,1,,,,,
4/21/2017,Friday,32,50,63,15,44,55,55,,1,,,,
4/22/2017,Saturday,32,62,64,19,42,55,62,,1,,,,
4/23/2017,Sunday,36,59,74,19,58,73,73,,1,,,,
4/24/2017,Monday,30,39,59,14,62,68,68,,1,,,,
4/25/2017,Tuesday,27,45,50,16,71,73,73,,1,,,,
4/26/2017,Wednesday,28,47,62,15,53,75,75,,1,,,,
4/27/2017,Thursday,29,36,64,14,57,71,71,,1,,,,
4/28/2017,Friday,24,43,55,13,45,51,51,,1,,,,
4/29/2017,Saturday,24,45,46,16,51,61,61,,1,,,,
4/30/2017,Sunday,24,43,49,18,40,54,54,,1,,,,
5/1/2017,Monday,27,60,61,18,59,85,85,,1,,,,
5/2/2017,Tuesday,31,53,60,16,60,92,92,,1,,,,
5/3/2017,Wednesday,28,61,63,16,62,94,94,,1,,,,
5/4/2017,Thursday,29,38,54,16,48,75,75,,1,,,,
5/5/2017,Friday,39,35,58,16,53,82,82,,1,,,,
5/6/2017,Saturday,25,44,54,15,35,62,62,,1,,,,
5/7/2017,Sunday,40,45,66,18,56,90,90,,1,,,,
5/8/2017,Monday,32,50,57,17,48,68,68,,1,,,,
5/9/2017,Tuesday,40,56,66,19,51,76,76,,1,,,,
5/10/2017,Wednesday,41,47,64,15,44,61,61,,1,,,,
5/11/2017,Thursday,38,46,63,14,45,64,64,,1,,,,
5/12/2017,Friday,37,60,70,16,49,68,68,,1,,,,
5/13/2017,Saturday,26,49,57,11,41,55,55,,1,,,,
5/14/2017,Sunday,33,55,66,13,57,82,82,,1,,,,
5/15/2017,Monday,33,53,62,13,52,73,73,,1,,,,
5/16/2017,Tuesday,43,51,71,14,69,103,103,,,1,,,
5/17/2017,Wednesday,36,37,70,11,95,125,125,,,1,,,
5/18/2017,Thursday,34,41,60,13,63,77,77,,1,,,,
5/19/2017,Friday,41,58,75,13,75,98,98,,1,,,,
5/20/2017,Saturday,37,60,64,11,56,75,75,,1,,,,
5/21/2017,Sunday,32,41,56,9,70,88,88,,1,,,,
5/22/2017,Monday,26,40,49,8,70,88,88,,1,,,,
5/23/2017,Tuesday,39,47,65,9,53,78,78,,1,,,,
5/24/2017,Wednesday,43,52,71,10,45,69,69,,1,,,,
5/25/2017,Thursday,31,42,67,9,92,115,115,,,1,,,
5/26/2017,Friday,49,50,62,10,59,88,88,,1,,,,
5/27/2017,Saturday,40,50,65,9,42,66,66,,1,,,,
5/28/2017,Sunday,41,39,74,10,91,124,124,,,1,,,
5/29/2017,Monday,36,42,70,9,57,75,75,,1,,,,
5/30/2017,Tuesday,32,49,65,9,66,85,85,,1,,,,
5/31/2017,Wednesday,40,59,80,11,64,98,98,,1,,,,
6/1/2017,Thursday,43,61,76,11,61,81,81,,1,,,,
6/2/2017,Friday,37,60,69,10,55,60,60,,1,,,,
6/3/2017,Saturday,28,64,58,9,57,67,67,,1,,,,
6/4/2017,Sunday,29,58,53,11,58,74,74,,1,,,,
6/5/2017,Monday,33,66,58,12,51,67,67,,1,,,,
6/6/2017,Tuesday,32,62,62,12,47,62,62,,1,,,,
6/7/2017,Wednesday,30,48,58,12,49,60,60,,1,,,,
6/8/2017,Thursday,40,58,65,12,52,66,66,,1,,,,
6/9/2017,Friday,45,64,72,12,57,85,85,,1,,,,
6/10/2017,Saturday,35,82,64,11,56,73,82,,1,,,,
6/11/2017,Sunday,48,70,64,13,59,85,85,,1,,,,
6/12/2017,Monday,51,71,81,12,64,94,94,,1,,,,
6/13/2017,Tuesday,50,51,74,10,56,74,74,,1,,,,
6/14/2017,Wednesday,41,49,65,10,62,82,82,,1,,,,
6/15/2017,Thursday,43,77,80,8,64,91,91,,1,,,,
6/16/2017,Friday,36,52,51,8,71,81,81,,1,,,,
6/17/2017,Saturday,43,42,69,10,52,76,76,,1,,,,
6/18/2017,Sunday,37,44,59,9,65,84,84,,1,,,,
6/19/2017,Monday,42,75,82,11,76,100,100,,1,,,,
6/20/2017,Tuesday,43,62,85,11,73,96,96,,1,,,,
6/21/2017,Wednesday,57,95,89,11,71,108,108,,,1,,,
6/22/2017,Thursday,40,48,77,8,68,79,79,,1,,,,
6/23/2017,Friday,39,51,72,7,60,73,73,,1,,,,
6/24/2017,Saturday,34,63,62,6,59,69,69,,1,,,,
6/25/2017,Sunday,41,91,89,9,68,90,91,,1,,,,
6/26/2017,Monday,35,66,76,8,69,84,84,,1,,,,
6/27/2017,Tuesday,31,89,54,7,64,86,89,,1,,,,
6/28/2017,Wednesday,38,114,67,9,64,94,114,,,1,,,
6/29/2017,Thursday,34,128,73,8,60,95,128,,,1,,,
6/30/2017,Friday,46,83,77,8,58,76,83,,1,,,,
7/1/2017,Saturday,37,78,63,8,74,93,93,,1,,,,
7/2/2017,Sunday,31,70,61,9,86,104,104,,,1,,,
7/3/2017,Monday,34,58,65,9,61,84,84,,1,,,,
7/4/2017,Tuesday,38,59,78,9,63,86,86,,1,,,,
7/5/2017,Wednesday,43,82,82,9,72,94,94,,1,,,,
7/6/2017,Thursday,38,90,81,8,59,81,90,,1,,,,
7/7/2017,Friday,44,54,67,8,69,81,81,,1,,,,
7/8/2017,Saturday,33,52,59,6,68,82,82,,1,,,,
7/9/2017,Sunday,43,53,76,9,83,101,101,,,1,,,
7/10/2017,Monday,44,68,81,9,73,99,99,,1,,,,
7/11/2017,Tuesday,40,38,72,9,73,96,96,,1,,,,
7/12/2017,Wednesday,34,77,80,9,98,102,102,,,1,,,
7/13/2017,Thursday,25,52,59,7,76,89,89,,1,,,,
7/14/2017,Friday,23,64,49,8,49,79,79,,1,,,,
7/15/2017,Saturday,26,91,64,11,51,87,91,,1,,,,
7/16/2017,Sunday,30,94,72,9,53,80,94,,1,,,,
7/17/2017,Monday,30,86,66,13,53,75,86,,1,,,,
7/18/2017,Tuesday,30,94,69,11,54,73,94,,1,,,,
7/19/2017,Wednesday,30,83,73,10,55,71,83,,1,,,,
7/20/2017,Thursday,39,91,76,9,58,73,91,,1,,,,
7/21/2017,Friday,44,98,89,9,54,77,98,,1,,,,
7/22/2017,Saturday,42,113,84,11,55,79,113,,,1,,,
7/23/2017,Sunday,32,99,78,10,59,81,99,,1,,,,
7/24/2017,Monday,44,92,92,11,60,77,92,,1,,,,
7/25/2017,Tuesday,38,70,76,10,56,67,70,,1,,,,
7/26/2017,Wednesday,42,50,79,12,60,73,73,,1,,,,
7/27/2017,Thursday,38,48,79,8,65,77,77,,1,,,,
7/28/2017,Friday,44,56,79,9,63,79,79,,1,,,,
7/29/2017,Saturday,37,61,79,10,59,74,74,,1,,,,
7/30/2017,Sunday,37,76,86,12,66,81,81,,1,,,,
7/31/2017,Monday,32,78,82,12,71,84,84,,1,,,,
8/1/2017,Tuesday,29,108,66,12,61,77,108,,,1,,,
8/2/2017,Wednesday,30,94,76,10,59,71,94,,1,,,,
8/3/2017,Thursday,34,114,78,12,66,87,114,,,1,,,
8/4/2017,Friday,35,99,72,9,65,86,99,,1,,,,
8/5/2017,Saturday,38,85,72,10,61,75,85,,1,,,,
8/6/2017,Sunday,41,85,81,10,63,78,85,,1,,,,
