date,weekday,CO,O3,NO2,SO2,PM10,PM2.5,AQI,clean,acceptable,unhealthy_for_the_sensitive,unhealthy,very_unhealthy,hazardous
8/10/2019,Saturday,25,67,65,9,66,79,79,,1,,,,
8/11/2019,Sunday,35,56,78,12,74,90,90,,1,,,,
8/12/2019,Monday,26,82,83,9,77,86,86,,1,,,,
8/13/2019,Tuesday,25,99,79,10,59,76,99,,1,,,,
8/14/2019,Wednesday,21,77,65,11,61,69,77,,1,,,,
8/15/2019,Thursday,22,79,80,9,65,77,79,,1,,,,
8/16/2019,Friday,37,88,89,11,62,79,88,,1,,,,
8/17/2019,Saturday,34,88,80,10,51,63,88,,1,,,,
8/18/2019,Sunday,34,59,90,13,53,63,63,,1,,,,
8/19/2019,Monday,37,58,88,12,55,66,66,,1,,,,
8/20/2019,Tuesday,38,83,87,13,60,80,83,,1,,,,
8/21/2019,Wednesday,37,94,88,11,62,80,94,,1,,,,
8/22/2019,Thursday,29,95,92,10,62,81,95,,1,,,,
8/23/2019,Friday,33,75,82,10,58,71,75,,1,,,,
8/24/2019,Saturday,31,56,75,10,53,67,67,,1,,,,
8/25/2019,Sunday,35,62,91,11,57,72,72,,1,,,,
8/26/2019,Monday,34,79,87,13,64,80,80,,1,,,,
8/27/2019,Tuesday,37,56,88,13,63,83,83,,1,,,,
8/28/2019,Wednesday,35,46,81,13,61,75,75,,1,,,,
8/29/2019,Thursday,28,50,84,11,76,83,83,,1,,,,
8/30/2019,Friday,25,74,79,12,64,80,80,,1,,,,
8/31/2019,Saturday,25,71,68,7,54,70,71,,1,,,,
9/1/2019,Sunday,21,42,64,10,56,64,64,,1,,,,
9/2/2019,Monday,25,43,68,12,58,75,75,,1,,,,
9/3/2019,Tuesday,39,49,88,12,65,84,84,,1,,,,
9/4/2019,Wednesday,22,57,65,9,75,84,84,,1,,,,
9/5/2019,Thursday,32,43,68,14,57,74,74,,1,,,,
9/6/2019,Friday,31,51,71,12,55,75,75,,1,,,,
9/7/2019,Saturday,33,53,75,11,53,70,70,,1,,,,
9/8/2019,Sunday,37,43,76,10,63,78,78,,1,,,,
9/9/2019,Monday,25,58,58,8,84,77,84,,1,,,,
9/10/2019,Tuesday,20,48,50,10,53,54,54,,1,,,,
9/11/2019,Wednesday,24,39,51,11,44,51,51,,1,,,,
9/12/2019,Thursday,22,39,53,8,57,62,62,,1,,,,
9/13/2019,Friday,24,37,55,13,57,58,58,,1,,,,
9/14/2019,Saturday,24,40,61,10,55,58,58,,1,,,,
9/15/2019,Sunday,28,41,71,11,58,66,66,,1,,,,
9/16/2019,Monday,34,40,76,12,60,68,68,,1,,,,
9/17/2019,Tuesday,32,41,73,11,59,66,66,,1,,,,
9/18/2019,Wednesday,40,39,82,14,65,81,81,,1,,,,
9/19/2019,Thursday,45,43,85,14,69,91,91,,1,,,,
9/20/2019,Friday,41,43,84,12,67,89,89,,1,,,,
9/21/2019,Saturday,41,55,95,12,66,90,90,,1,,,,
9/22/2019,Sunday,42,28,82,12,75,100,100,,1,,,,
9/23/2019,Monday,36,23,67,12,137,121,137,,,1,,,
9/24/2019,Tuesday,42,31,80,15,88,104,104,,,1,,,
9/25/2019,Wednesday,46,29,77,13,68,85,85,,1,,,,
9/26/2019,Thursday,48,29,81,11,58,69,69,,1,,,,
9/27/2019,Friday,51,25,77,15,77,100,100,,1,,,,
9/28/2019,Saturday,39,42,91,13,70,92,92,,1,,,,
9/29/2019,Sunday,35,30,86,13,88,94,94,,1,,,,
9/30/2019,Monday,37,25,84,16,86,111,111,,,1,,,
10/1/2019,Tuesday,30,31,73,13,69,82,82,,1,,,,
10/2/2019,Wednesday,42,38,90,17,71,98,98,,1,,,,
10/3/2019,Thursday,29,42,68,16,70,85,85,,1,,,,
10/4/2019,Friday,41,36,88,17,70,99,99,,1,,,,
10/5/2019,Saturday,29,44,71,13,64,84,84,,1,,,,
10/6/2019,Sunday,29,34,75,13,57,76,76,,1,,,,
10/7/2019,Monday,39,27,75,18,68,80,80,,1,,,,
10/8/2019,Tuesday,37,26,69,15,78,90,90,,1,,,,
10/9/2019,Wednesday,42,28,78,16,64,86,86,,1,,,,
10/10/2019,Thursday,35,26,80,17,67,87,87,,1,,,,
10/11/2019,Friday,40,30,68,13,62,79,79,,1,,,,
10/12/2019,Saturday,39,31,68,16,60,78,78,,1,,,,
10/13/2019,Sunday,38,29,71,17,71,85,85,,1,,,,
10/14/2019,Monday,25,16,54,14,69,72,72,,1,,,,
10/15/2019,Tuesday,27,26,61,15,64,73,73,,1,,,,
10/16/2019,Wednesday,34,35,75,14,65,82,82,,1,,,,
10/17/2019,Thursday,37,33,76,14,65,81,81,,1,,,,
10/18/2019,Friday,35,35,74,14,64,78,78,,1,,,,
10/19/2019,Saturday,34,39,66,13,57,70,70,,1,,,,
10/20/2019,Sunday,38,37,79,15,63,87,87,,1,,,,
10/21/2019,Monday,21,19,69,12,60,83,83,,1,,,,
10/22/2019,Tuesday,23,28,54,12,49,73,73,,1,,,,
10/23/2019,Wednesday,30,7,56,9,37,67,67,,1,,,,
10/24/2019,Thursday,30,9,67,10,53,97,97,,1,,,,
10/25/2019,Friday,22,23,62,9,43,84,84,,1,,,,
10/26/2019,Saturday,24,14,46,10,47,93,93,,1,,,,
10/27/2019,Sunday,28,11,59,10,48,84,84,,1,,,,
10/28/2019,Monday,20,21,45,11,43,80,80,,1,,,,
10/29/2019,Tuesday,22,13,46,9,30,54,54,,1,,,,
10/30/2019,Wednesday,43,22,72,14,54,89,89,,1,,,,
10/31/2019,Thursday,33,20,70,11,44,68,68,,1,,,,
11/1/2019,Friday,24,20,57,11,46,76,76,,1,,,,
11/2/2019,Saturday,32,26,60,13,48,86,86,,1,,,,
11/3/2019,Sunday,40,24,81,15,59,88,88,,1,,,,
11/4/2019,Monday,32,17,62,13,53,73,73,,1,,,,
11/5/2019,Tuesday,33,17,63,15,59,88,88,,1,,,,
11/6/2019,Wednesday,35,18,76,18,74,122,122,,,1,,,
11/7/2019,Thursday,34,25,71,17,72,123,123,,,1,,,
11/8/2019,Friday,33,27,75,15,74,125,125,,,1,,,
11/9/2019,Saturday,36,29,80,15,64,109,109,,,1,,,
11/10/2019,Sunday,37,20,87,18,67,101,101,,,1,,,
11/11/2019,Monday,39,21,85,15,73,111,111,,,1,,,
11/12/2019,Tuesday,52,19,98,18,82,133,133,,,1,,,
11/13/2019,Wednesday,58,17,100,17,82,131,131,,,1,,,
11/14/2019,Thursday,45,16,91,22,95,144,144,,,1,,,
11/15/2019,Friday,29,17,82,17,79,134,134,,,1,,,
11/16/2019,Saturday,16,21,44,9,51,57,57,,1,,,,
11/17/2019,Sunday,26,8,52,10,36,69,69,,1,,,,
11/18/2019,Monday,21,11,53,9,43,77,77,,1,,,,
11/19/2019,Tuesday,26,4,54,15,53,108,108,,,1,,,
11/20/2019,Wednesday,27,6,57,12,42,84,84,,1,,,,
11/21/2019,Thursday,33,5,77,11,49,90,90,,1,,,,
11/22/2019,Friday,33,13,70,14,56,97,97,,1,,,,
11/23/2019,Saturday,24,12,53,15,57,111,111,,,1,,,
11/24/2019,Sunday,27,8,58,15,63,112,112,,,1,,,
11/25/2019,Monday,21,7,50,15,56,108,108,,,1,,,
11/26/2019,Tuesday,21,8,58,14,60,106,106,,,1,,,
11/27/2019,Wednesday,29,10,68,16,71,129,129,,,1,,,
11/28/2019,Thursday,29,9,76,25,89,150,150,,,1,,,
11/29/2019,Friday,23,8,80,15,91,156,156,,,,1,,
11/30/2019,Saturday,33,11,73,18,76,143,143,,,1,,,
12/1/2019,Sunday,32,16,76,16,54,95,95,,1,,,,
12/2/2019,Monday,40,10,81,22,74,136,136,,,1,,,
12/3/2019,Tuesday,30,5,89,19,74,139,139,,,1,,,
12/4/2019,Wednesday,28,5,68,6,36,69,69,,1,,,,
12/5/2019,Thursday,34,10,71,14,56,95,95,,1,,,,
12/6/2019,Friday,37,9,80,16,68,123,123,,,1,,,
12/7/2019,Saturday,23,13,59,13,43,78,78,,1,,,,
12/8/2019,Sunday,24,15,57,10,38,71,71,,1,,,,
12/9/2019,Monday,33,14,58,11,29,55,55,,1,,,,
12/10/2019,Tuesday,32,16,74,14,39,66,66,,1,,,,
12/11/2019,Wednesday,36,12,73,15,58,94,94,,1,,,,
12/12/2019,Thursday,29,10,67,16,44,76,76,,1,,,,
12/13/2019,Friday,33,11,65,15,58,106,106,,,1,,,
12/14/2019,Saturday,32,10,72,14,61,122,122,,,1,,,
12/15/2019,Sunday,38,8,82,23,79,145,145,,,1,,,
12/16/2019,Monday,40,9,91,12,92,157,157,,,,1,,
12/17/2019,Tuesday,28,12,81,20,88,153,153,,,,1,,
12/18/2019,Wednesday,28,8,68,13,44,82,82,,1,,,,
12/19/2019,Thursday,39,9,81,16,54,95,95,,1,,,,
12/20/2019,Friday,48,9,94,16,63,109,109,,,1,,,
12/21/2019,Saturday,40,9,99,17,64,112,112,,,1,,,
12/22/2019,Sunday,49,8,95,27,79,139,139,,,1,,,
12/23/2019,Monday,48,9,95,30,85,147,147,,,1,,,
12/24/2019,Tuesday,46,9,100,20,80,141,141,,,1,,,
12/25/2019,Wednesday,59,10,108,27,93,148,148,,,1,,,
12/26/2019,Thursday,46,10,103,28,96,156,156,,,,1,,
12/27/2019,Friday,54,11,96,20,78,130,130,,,1,,,
12/28/2019,Saturday,28,19,96,18,62,110,110,,,1,,,
12/29/2019,Sunday,29,14,70,11,45,61,61,,1,,,,
12/30/2019,Monday,32,14,82,14,62,80,80,,1,,,,
12/31/2019,Tuesday,31,13,76,21,59,86,86,,1,,,,
1/1/2020,Wednesday,31,8,68,16,60,102,102,,,1,,,
1/2/2020,Thursday,23,8,69,13,54,89,89,,1,,,,
1/3/2020,Friday,34,12,73,20,55,95,95,,1,,,,
1/4/2020,Saturday,23,14,61,21,57,103,103,,,1,,,
1/5/2020,Sunday,20,15,56,10,36,69,69,,1,,,,
1/6/2020,Monday,26,17,67,12,42,69,69,,1,,,,
1/7/2020,Tuesday,32,14,82,16,57,100,100,,1,,,,
1/8/2020,Wednesday,34,11,83,21,63,108,108,,,1,,,
1/9/2020,Thursday,25,12,76,15,61,108,108,,,1,,,
1/10/2020,Friday,27,16,72,8,42,67,67,,1,,,,
1/11/2020,Saturday,31,15,69,15,54,94,94,,1,,,,
1/12/2020,Sunday,25,11,62,14,45,71,71,,1,,,,
1/13/2020,Monday,34,8,77,23,60,93,93,,1,,,,
1/14/2020,Tuesday,23,8,67,21,57,99,99,,1,,,,
1/15/2020,Wednesday,32,10,76,17,63,107,107,,,1,,,
1/16/2020,Thursday,32,12,77,19,59,103,103,,,1,,,
1/17/2020,Friday,25,9,66,21,64,119,119,,,1,,,
1/18/2020,Saturday,27,10,56,12,43,79,79,,1,,,,
1/19/2020,Sunday,28,5,60,10,52,107,107,,,1,,,
1/20/2020,Monday,28,5,66,10,40,87,87,,1,,,,
1/21/2020,Tuesday,33,8,82,15,64,118,118,,,1,,,
1/22/2020,Wednesday,21,10,58,18,63,115,115,,,1,,,
1/23/2020,Thursday,24,15,56,12,36,68,68,,1,,,,
1/24/2020,Friday,22,13,56,11,44,71,71,,1,,,,
1/25/2020,Saturday,31,18,73,18,62,94,94,,1,,,,
1/26/2020,Sunday,26,14,70,19,55,86,86,,1,,,,
1/27/2020,Monday,38,13,86,16,77,118,118,,,1,,,
1/28/2020,Tuesday,32,16,82,17,67,107,107,,,1,,,
1/29/2020,Wednesday,36,14,92,24,79,133,133,,,1,,,
1/30/2020,Thursday,33,10,93,25,84,147,147,,,1,,,
1/31/2020,Friday,27,18,69,18,62,93,93,,1,,,,
2/1/2020,Saturday,37,16,74,17,55,74,74,,1,,,,
2/2/2020,Sunday,19,27,43,14,41,45,45,1,,,,,
2/3/2020,Monday,28,20,62,13,40,62,62,,1,,,,
2/4/2020,Tuesday,41,14,95,19,64,102,102,,,1,,,
2/5/2020,Wednesday,20,23,85,16,42,63,63,,1,,,,
2/6/2020,Thursday,30,21,62,18,43,63,63,,1,,,,
2/7/2020,Friday,35,19,74,17,52,70,70,,1,,,,
2/8/2020,Saturday,35,24,72,15,59,73,73,,1,,,,
2/9/2020,Sunday,17,28,46,12,51,60,60,,1,,,,
2/10/2020,Monday,17,26,41,9,69,67,69,,1,,,,
2/11/2020,Tuesday,20,22,42,8,27,44,44,1,,,,,
2/12/2020,Wednesday,24,25,49,11,32,52,52,,1,,,,
2/13/2020,Thursday,25,22,54,15,46,65,65,,1,,,,
2/14/2020,Friday,24,18,64,15,45,64,64,,1,,,,
2/15/2020,Saturday,24,29,51,10,43,51,51,,1,,,,
2/16/2020,Sunday,22,19,53,14,59,55,59,,1,,,,
2/17/2020,Monday,22,13,63,17,63,74,74,,1,,,,
2/18/2020,Tuesday,38,11,82,16,71,109,109,,,1,,,
2/19/2020,Wednesday,32,18,82,21,81,121,121,,,1,,,
2/20/2020,Thursday,26,12,59,14,59,80,80,,1,,,,
2/21/2020,Friday,32,7,62,11,41,81,81,,1,,,,
2/22/2020,Saturday,31,23,74,13,51,89,89,,1,,,,
2/23/2020,Sunday,33,26,73,14,56,98,98,,1,,,,
2/24/2020,Monday,36,30,77,11,58,79,79,,1,,,,
2/25/2020,Tuesday,22,20,58,11,50,80,80,,1,,,,
2/26/2020,Wednesday,26,9,49,8,12,30,30,1,,,,,
2/27/2020,Thursday,27,10,64,11,44,71,71,,1,,,,
2/28/2020,Friday,36,19,80,15,74,116,116,,,1,,,
2/29/2020,Saturday,34,29,85,17,69,121,121,,,1,,,
3/1/2020,Sunday,29,31,86,21,81,136,136,,,1,,,
3/2/2020,Monday,19,29,62,14,59,82,82,,1,,,,
3/3/2020,Tuesday,18,30,43,8,24,43,43,1,,,,,
3/4/2020,Wednesday,29,21,70,13,42,61,61,,1,,,,
3/5/2020,Thursday,29,24,75,14,49,81,81,,1,,,,
3/6/2020,Friday,31,35,75,24,64,108,108,,,1,,,
3/7/2020,Saturday,29,44,85,13,58,100,100,,1,,,,
3/8/2020,Sunday,19,23,55,16,45,60,60,,1,,,,
3/9/2020,Monday,25,28,63,15,51,70,70,,1,,,,
3/10/2020,Tuesday,28,26,71,14,50,72,72,,1,,,,
3/11/2020,Wednesday,31,26,73,13,48,66,66,,1,,,,
3/12/2020,Thursday,35,32,94,25,69,110,110,,,1,,,
3/13/2020,Friday,28,31,79,14,59,86,86,,1,,,,
3/14/2020,Saturday,19,45,63,18,52,73,73,,1,,,,
3/15/2020,Sunday,21,25,58,11,59,63,63,,1,,,,
3/16/2020,Monday,23,31,58,13,56,80,80,,1,,,,
3/17/2020,Tuesday,20,35,57,9,42,64,64,,1,,,,
3/18/2020,Wednesday,19,34,51,12,49,73,73,,1,,,,
3/19/2020,Thursday,19,27,41,19,53,68,68,,1,,,,
3/20/2020,Friday,24,34,51,10,40,62,62,,1,,,,
3/21/2020,Saturday,22,40,47,8,26,44,47,1,,,,,
3/22/2020,Sunday,14,39,34,8,32,50,50,1,,,,,
3/23/2020,Monday,16,30,34,13,23,48,48,1,,,,,
3/24/2020,Tuesday,19,27,39,8,17,37,39,1,,,,,
3/25/2020,Wednesday,19,31,39,16,26,57,57,,1,,,,
3/26/2020,Thursday,17,37,38,17,32,70,70,,1,,,,
3/27/2020,Friday,16,33,37,15,25,49,49,1,,,,,
3/28/2020,Saturday,22,38,49,13,36,61,61,,1,,,,
3/29/2020,Sunday,15,39,36,11,32,49,49,1,,,,,
3/30/2020,Monday,24,24,45,9,27,58,58,,1,,,,
3/31/2020,Tuesday,14,41,28,6,15,32,41,1,,,,,
4/1/2020,Wednesday,18,39,38,11,17,36,39,1,,,,,
4/2/2020,Thursday,18,38,34,12,24,49,49,1,,,,,
4/3/2020,Friday,27,36,51,11,62,84,84,,1,,,,
4/4/2020,Saturday,23,41,49,10,47,66,66,,1,,,,
4/5/2020,Sunday,15,35,38,8,27,48,48,1,,,,,
4/6/2020,Monday,22,36,47,14,30,46,47,1,,,,,
4/7/2020,Tuesday,25,35,71,18,51,77,77,,1,,,,
4/8/2020,Wednesday,25,20,47,9,20,48,48,1,,,,,
4/9/2020,Thursday,19,24,39,8,20,48,48,1,,,,,
4/10/2020,Friday,23,11,42,9,16,44,44,1,,,,,
4/11/2020,Saturday,23,11,43,9,29,67,67,,1,,,,
4/12/2020,Sunday,27,27,63,11,37,63,63,,1,,,,
4/13/2020,Monday,17,41,55,10,25,43,55,,1,,,,
4/14/2020,Tuesday,17,35,44,17,34,56,56,,1,,,,
4/15/2020,Wednesday,20,40,56,15,44,74,74,,1,,,,
4/16/2020,Thursday,23,42,62,16,46,78,78,,1,,,,
4/17/2020,Friday,23,50,64,12,41,64,64,,1,,,,
4/18/2020,Saturday,26,49,63,15,29,48,63,,1,,,,
4/19/2020,Sunday,22,46,64,17,31,59,64,,1,,,,
4/20/2020,Monday,25,51,72,11,41,67,72,,1,,,,
4/21/2020,Tuesday,23,77,72,19,45,72,77,,1,,,,
4/22/2020,Wednesday,28,45,69,14,45,62,69,,1,,,,
4/23/2020,Thursday,24,37,53,18,57,74,74,,1,,,,
4/24/2020,Friday,22,32,49,14,42,64,64,,1,,,,
4/25/2020,Saturday,31,38,66,18,65,79,79,,1,,,,
4/26/2020,Sunday,22,32,54,18,62,81,81,,1,,,,
4/27/2020,Monday,24,17,51,10,52,74,74,,1,,,,
4/28/2020,Tuesday,22,38,59,13,35,52,59,,1,,,,
4/29/2020,Wednesday,22,35,58,11,30,51,58,,1,,,,
4/30/2020,Thursday,17,40,46,12,36,55,55,,1,,,,
5/1/2020,Friday,25,34,55,14,33,56,56,,1,,,,
5/2/2020,Saturday,29,40,64,12,37,58,64,,1,,,,
5/3/2020,Sunday,17,36,49,10,37,53,53,,1,,,,
5/4/2020,Monday,30,32,70,15,45,69,70,,1,,,,
5/5/2020,Tuesday,28,39,62,14,47,61,62,,1,,,,
5/6/2020,Wednesday,24,43,60,15,76,88,88,,1,,,,
5/7/2020,Thursday,17,34,45,10,79,89,89,,1,,,,
5/8/2020,Friday,14,39,36,7,28,43,43,1,,,,,
5/9/2020,Saturday,25,48,60,12,37,57,60,,1,,,,
5/10/2020,Sunday,17,84,65,14,43,60,84,,1,,,,
5/11/2020,Monday,17,41,50,13,84,91,91,,1,,,,
5/12/2020,Tuesday,17,41,49,9,57,64,64,,1,,,,
5/13/2020,Wednesday,19,34,49,13,45,52,52,,1,,,,
5/14/2020,Thursday,23,40,63,22,41,59,63,,1,,,,
5/15/2020,Friday,19,55,50,20,42,58,58,,1,,,,
5/16/2020,Saturday,23,83,65,16,44,68,83,,1,,,,
5/17/2020,Sunday,29,56,71,26,55,79,79,,1,,,,
5/18/2020,Monday,21,74,56,21,57,80,80,,1,,,,
5/19/2020,Tuesday,28,63,74,24,72,98,98,,1,,,,
5/20/2020,Wednesday,16,44,45,12,47,70,70,,1,,,,
5/21/2020,Thursday,23,31,61,17,44,78,78,,1,,,,
5/22/2020,Friday,32,149,95,17,65,130,149,,,1,,,
5/23/2020,Saturday,26,150,85,19,57,90,150,,,1,,,
5/24/2020,Sunday,22,46,62,17,53,75,75,,1,,,,
5/25/2020,Monday,14,59,47,12,53,70,70,,1,,,,
5/26/2020,Tuesday,19,49,58,15,55,73,73,,1,,,,
5/27/2020,Wednesday,21,51,57,15,65,85,85,,1,,,,
5/28/2020,Thursday,18,56,61,16,53,73,73,,1,,,,
5/29/2020,Friday,18,64,59,17,47,68,68,,1,,,,
5/30/2020,Saturday,26,59,75,13,47,66,75,,1,,,,
5/31/2020,Sunday,26,54,71,14,57,75,75,,1,,,,
6/1/2020,Monday,33,43,84,22,52,75,84,,1,,,,
6/2/2020,Tuesday,32,48,83,26,43,61,83,,1,,,,
6/3/2020,Wednesday,24,40,64,17,65,88,88,,1,,,,
6/4/2020,Thursday,19,55,48,12,57,76,76,,1,,,,
6/5/2020,Friday,28,55,64,12,49,70,70,,1,,,,
6/6/2020,Saturday,25,43,70,12,46,64,70,,1,,,,
6/7/2020,Sunday,18,47,60,14,62,73,73,,1,,,,
6/8/2020,Monday,18,79,67,17,59,74,79,,1,,,,
6/9/2020,Tuesday,22,105,84,21,70,88,105,,,1,,,
6/10/2020,Wednesday,22,47,74,17,53,73,74,,1,,,,
6/11/2020,Thursday,18,58,70,14,49,67,70,,1,,,,
6/12/2020,Friday,23,92,76,20,48,64,92,,1,,,,
6/13/2020,Saturday,31,62,84,16,52,74,84,,1,,,,
6/14/2020,Sunday,31,79,88,19,53,77,88,,1,,,,
6/15/2020,Monday,25,104,87,19,55,80,104,,,1,,,
6/16/2020,Tuesday,24,113,84,15,63,82,113,,,1,,,
6/17/2020,Wednesday,20,86,60,20,57,76,86,,1,,,,
6/18/2020,Thursday,18,111,78,19,61,82,111,,,1,,,
6/19/2020,Friday,30,63,71,19,60,81,81,,1,,,,
6/20/2020,Saturday,30,56,78,18,61,80,80,,1,,,,
6/21/2020,Sunday,22,68,80,16,61,73,80,,1,,,,
6/22/2020,Monday,19,57,68,14,59,72,72,,1,,,,
6/23/2020,Tuesday,18,84,63,14,58,76,84,,1,,,,
6/24/2020,Wednesday,29,135,97,30,63,101,135,,,1,,,
6/25/2020,Thursday,33,141,94,21,63,95,141,,,1,,,
6/26/2020,Friday,32,113,97,15,70,98,113,,,1,,,
6/27/2020,Saturday,22,132,66,11,72,88,132,,,1,,,
6/28/2020,Sunday,20,110,80,19,71,94,110,,,1,,,
6/29/2020,Monday,24,53,63,18,70,91,91,,1,,,,
6/30/2020,Tuesday,22,85,67,16,72,92,92,,1,,,,
7/1/2020,Wednesday,28,149,96,28,67,104,149,,,1,,,
7/2/2020,Thursday,21,97,73,14,66,90,97,,1,,,,
7/3/2020,Friday,27,116,82,13,89,115,116,,,1,,,
7/4/2020,Saturday,26,105,81,15,80,106,106,,,1,,,
7/5/2020,Sunday,20,139,81,24,78,113,139,,,1,,,
7/6/2020,Monday,17,69,60,17,61,86,86,,1,,,,
7/7/2020,Tuesday,21,77,79,25,57,84,84,,1,,,,
7/8/2020,Wednesday,24,119,89,18,55,82,119,,,1,,,
7/9/2020,Thursday,25,115,90,14,55,83,115,,,1,,,
7/10/2020,Friday,23,131,72,12,58,90,131,,,1,,,
7/11/2020,Saturday,24,133,69,17,56,82,133,,,1,,,
7/12/2020,Sunday,18,54,58,19,59,78,78,,1,,,,
7/13/2020,Monday,18,48,58,14,50,76,76,,1,,,,
7/14/2020,Tuesday,16,73,62,13,60,72,73,,1,,,,
7/15/2020,Wednesday,19,119,82,14,52,76,119,,,1,,,
7/16/2020,Thursday,20,122,69,14,50,77,122,,,1,,,
7/17/2020,Friday,19,122,65,17,51,77,122,,,1,,,
7/18/2020,Saturday,26,129,79,18,46,76,129,,,1,,,
7/19/2020,Sunday,26,161,96,19,49,77,161,,,,1,,
7/20/2020,Monday,31,142,100,24,54,82,142,,,1,,,
7/21/2020,Tuesday,28,114,95,23,53,77,114,,,1,,,
7/22/2020,Wednesday,29,151,95,17,53,78,151,,,,1,,
7/23/2020,Thursday,30,103,92,14,47,69,103,,,1,,,
7/24/2020,Friday,24,118,87,14,58,80,118,,,1,,,
7/25/2020,Saturday,17,88,66,10,56,77,88,,1,,,,
7/26/2020,Sunday,24,104,83,14,58,84,104,,,1,,,
7/27/2020,Monday,28,110,85,15,48,74,110,,,1,,,
7/28/2020,Tuesday,24,81,92,17,52,74,92,,1,,,,
7/29/2020,Wednesday,30,90,92,16,56,81,92,,1,,,,
7/30/2020,Thursday,33,80,96,17,58,83,96,,1,,,,
7/31/2020,Friday,20,129,64,11,69,83,129,,,1,,,
8/1/2020,Saturday,15,87,53,14,43,63,87,,1,,,,
8/2/2020,Sunday,22,67,65,15,50,70,70,,1,,,,
8/3/2020,Monday,29,81,93,17,55,81,93,,1,,,,
8/4/2020,Tuesday,20,121,70,12,56,74,121,,,1,,,
8/5/2020,Wednesday,19,81,63,13,56,72,81,,1,,,,
8/6/2020,Thursday,23,44,71,14,70,81,81,,1,,,,
8/7/2020,Friday,18,76,57,10,62,73,76,,1,,,,
8/8/2020,Saturday,18,113,60,13,58,70,113,,,1,,,
8/9/2020,Sunday,20,106,70,18,55,72,106,,,1,,,
